"pairID:INTEGER,A.id:TEXT,B.id:TEXT"
8485,16767658,16767658#Circuit City
8486,14931454,14931454#Shoplet
8487,32700482,38398855#TigerDirect
8488,41260128,42998835#O.co
8489,40818082,40818092#TigerDirect
8490,4216952,4216952#Shoplet
8491,11962568,11962566#Walmart.com
8492,37674984,42491473#TigerDirect
8493,40871455,40871455#TEKENVY
8494,42464609,42456495#TigerDirect
8495,250938,250938#Walmart.com
8496,41871042,41607967#TigerDirect
8497,13056437,13056437#Shoplet
8498,40818696,40818696#TEKENVY
8499,34950064,27675578#UnbeatableSale.com
8500,41044895,40863203#TigerDirect
8501,41029876,41029876#US Micro
8502,41962026,41962026#SF Planet
8503,40501671,40501671#Monoprice Inc
8504,40985865,40985865#TEKENVY
8505,38456290,40634886#TigerDirect
8506,40605448,42622794#TigerDirect
8507,872052,872052#Circuit City
8508,1062744,1062744#Walmart.com
8509,23134170,23134583#UnbeatableSale.com
8510,37817831,42464127#TigerDirect
8511,24547710,24547711#UnbeatableSale.com
8512,15819320,15819320#Circuit City
8513,37812947,43149143#TigerDirect
8514,12187446,11068310#Walmart.com
8515,40949562,42394460#TigerDirect
8516,19235358,19235358#Circuit City
8517,31288109,31288109#Monoprice Inc
8518,41608012,43135670#TigerDirect
8519,13215721,13215721#Tonzof
8520,42466018,42392704#TigerDirect
8521,40500657,40500657#Monoprice Inc
8522,40213716,24727166#UnbeatableSale.com
8523,40500912,40500912#Monoprice Inc
8524,41183067,41183067#TEKENVY
8525,39675400,42467489#TigerDirect
8526,42490734,42488480#TigerDirect
8527,41099507,40372090#TigerDirect
8528,40894504,40894504#TEKENVY
8529,31189375,40799426#Zoro
8530,40623140,40623140#OneCall
8531,31393039,11967021#Walmart.com
8532,11089719,11089729#Walmart.com
8533,11091159,11091160#Walmart.com
8534,41508861,43140385#TigerDirect
8535,32518660,38673483#TigerDirect
8536,34913163,42008702#Zoro
8537,39986645,40088113#TigerDirect
8538,41314998,41314998#US Micro
8539,40214913,22232237#UnbeatableSale.com
8540,10714724,11007913#Walmart.com
8541,11266665,11266130#Wayfair
8542,35274261,42397878#TigerDirect
8543,41985093,41931054#Zoro
8544,42553303,40293894#TigerDirect
8545,29530880,29530880#Tech For Less Inc
8546,43050458,43050458#Focus Camera
8547,42458550,42464623#TigerDirect
8548,41962054,41962054#SF Planet
8549,15140524,15140524#Shoplet
8550,41234315,41234315#TEKENVY
8551,37389010,41868775#TigerDirect
8552,36298536,40698152#TigerDirect
8553,41446998,11553427#Walmart.com
8554,40501239,41173968#Zoro
8555,40501387,40501387#Monoprice Inc
8556,37494600,40226097#TigerDirect
8557,40501611,40501611#Monoprice Inc
8558,31270726,31270726#Monoprice Inc
8559,41153154,11593970#Walmart.com
8560,13216282,40349121#TigerDirect
8561,41967077,41967077#OneCall
8562,42454859,42458824#TigerDirect
8563,42558965,42558965#TEKENVY
8564,41732167,41732167#TEKENVY
8565,40872047,40872047#OneCall
8566,37229929,37229929#Perf-Moto
8567,36449543,40698152#TigerDirect
8568,16664722,16664722#Bic Warehouse
8569,32519183,40816788#TigerDirect
8570,11600139,11600139#Shoplet
8571,40807998,40807998#TEKENVY
8572,21618685,21618647#UnbeatableSale.com
8573,40500968,40500968#Monoprice Inc
8574,42558428,40668309#TigerDirect
8575,41445963,24502794#UnbeatableSale.com
8576,11988046,11988047#Walmart.com
8577,40500314,40500314#Monoprice Inc
8578,29871358,29871358#Tech For Less Inc
8579,14916146,14916146#Shoplet
8580,42679907,42679907#TEKENVY
8581,14506023,14506023#Shoplet
8582,40986666,40986666#TEKENVY
8583,34927749,41869345#TigerDirect
8584,43037119,42978542#O.co
8585,42523685,42523685#US Micro
8586,37707635,41129648#TigerDirect
8587,15047785,15047785#Bic Warehouse
8588,40585621,40585621#Monoprice Inc
8589,13214020,13214020#Circuit City
8590,40501184,41877918#Zoro
8591,3202219,3202219#UnbeatableSale.com
8592,10730699,10730699#Circuit City
8593,37674529,41153046#TigerDirect
8594,13077912,13077912#Circuit City
8595,37471695,37471695#HappEshopper
8596,23135078,42005818#Zoro
8597,42397741,42396153#TigerDirect
8598,41283809,20837291#UnbeatableSale.com
8599,42458843,42458665#TigerDirect
8600,13308684,11017007#Walmart.com
8601,31398893,26962667#UnbeatableSale.com
8602,13214037,13214037#Mega Retail Store
8603,42398615,41537447#TigerDirect
8604,12548345,12548336#Wayfair
8605,13074750,13074750#Shoplet
8606,16474688,11603571#Walmart.com
8607,21799299,22635725#UnbeatableSale.com
8608,11983477,11069814#Walmart.com
8609,21551273,41233112#TigerDirect
8610,41174697,41174697#SF Planet
8611,11077973,11077973#Shoplet
8612,34957711,40555893#TigerDirect
8613,42455189,42464351#TigerDirect
8614,870873,870873#Circuit City
8615,31407321,41291523#TigerDirect
8616,23141192,23141192#OneCall
8617,41261234,41261234#TEKENVY
8618,26890127,26890127#Tech For Less Inc
8619,32560216,41943834#Zoro
8620,41193301,41193301#TEKENVY
8621,40898929,40898929#TEKENVY
8622,13056672,13056672#Shoplet
8623,43066811,43066847#Zoro
8624,10765959,11051942#Walmart.com
8625,41431424,41431424#TEKENVY
8626,42000381,41990451#Zoro
8627,42454604,42464231#TigerDirect
8628,40501229,40501229#Monoprice Inc
8629,41493599,41493599#TEKENVY
8630,39753460,39753135#TigerDirect
8631,41508123,41508123#Focus Camera
8632,13056282,13056282#UnbeatableSale.com
8633,40550905,41589126#TigerDirect
8634,9135602,9135602#Mega Retail Store
8635,41259167,41259167#TEKENVY
8636,37667752,40900475#TigerDirect
8637,19311046,19311046#Circuit City
8638,41031362,41031362#TEKENVY
8639,43026266,43037237#O.co
8640,21618692,21618697#UnbeatableSale.com
8641,42515098,42515098#OneCall
8642,32522908,23136229#UnbeatableSale.com
8643,40898709,11034589#Walmart.com
8644,42397748,42397004#TigerDirect
8645,11331574,11331576#Walmart.com
8646,41030101,41030101#TEKENVY
8647,41487525,41487525#US Micro
8648,10992753,10992753#Shoplet
8649,41114021,41170704#Zoro
8650,42450824,42464316#TigerDirect
8651,40984350,40984350#TEKENVY
8652,10983254,10983254#Circuit City
8653,4087783,4087783#Circuit City
8654,12361434,12361434#UnbeatableSale.com
8655,39257172,41655687#TigerDirect
8656,14916150,14916150#Shoplet
8657,42523112,42523112#SF Planet
8658,42523461,42523461#US Micro
8659,40984219,40984219#TEKENVY
8660,34577607,40817655#TigerDirect
8661,21618685,21618701#UnbeatableSale.com
8662,41868796,42398297#TigerDirect
8663,11089830,11089697#Walmart.com
8664,41981611,41981611#US Micro
8665,35048219,41300235#TigerDirect
8666,14929288,14929288#Shoplet
8667,38642827,38642827#Dazadi.com
8668,10284306,10284306#Shoplet
8669,21618680,21618597#UnbeatableSale.com
8670,41181584,38588606#TigerDirect
8671,820116,820116#Walmart.com
8672,34954334,42031588#TigerDirect
8673,43146242,43146242#OneCall
8674,12451954,12354718#Wayfair
8675,41261242,41261242#TEKENVY
8676,17216996,17216996#Circuit City
8677,42909588,42458667#TigerDirect
8678,40986408,40986408#TEKENVY
8679,42935549,43035513#O.co
8680,41770467,40090455#TigerDirect
8681,11077895,11593187#Walmart.com
8682,10966130,40787868#Zoro
8683,40786575,40785996#Zoro
8684,12427163,12427120#Wayfair
8685,34177586,34177586#Tech For Less Inc
8686,37670444,42867163#TigerDirect
8687,41029844,41029844#US Micro
8688,41031775,41031775#TEKENVY
8689,40871321,40871321#TEKENVY
8690,40985545,40985545#TEKENVY
8691,40900108,40900108#SF Planet
8692,43050392,43050392#Focus Camera
8693,14927311,14927311#Shoplet
8694,39576699,39576699#OneCall
8695,11974001,11974001#Tonzof
8696,41194158,41194158#TEKENVY
8697,37964533,43140404#TigerDirect
8698,15041459,40923580#Zoro
8699,41031836,41031836#TEKENVY
8700,35879244,35879244#OneCall
8701,16617561,16617561#Bic Warehouse
8702,40623190,40623190#OneCall
8703,41192769,41192769#TEKENVY
8704,43095154,43095154#Focus Camera
8705,39403881,39403881#HappEshopper
8706,30579682,30579682#Tech For Less Inc
8707,40755593,40755593#Monoprice Inc
8708,41075857,11039683#Walmart.com
8709,40898410,40898410#TEKENVY
8710,40654415,40654415#SF Planet
8711,41032050,41032050#TEKENVY
8712,41261346,41261346#TEKENVY
8713,15907658,15907658#Shoplet
8714,29955091,29955091#Tech For Less Inc
8715,19691654,19691654#Circuit City
8716,41367877,41423428#Zoro
8717,41031685,41031685#TEKENVY
8718,41923727,41422262#Zoro
8719,11089830,11089834#Walmart.com
8720,20746182,20746182#OneCall
8721,42938232,42951587#O.co
8722,33894551,23139348#UnbeatableSale.com
8723,41896429,22959171#UnbeatableSale.com
8724,31370743,31370743#Monoprice Inc
8725,35118868,40668299#TigerDirect
8726,42578936,42578936#TEKENVY
8727,19767030,19767030#Tech For Less Inc
8728,41261335,41261335#TEKENVY
8729,34942996,41745394#TigerDirect
8730,32823355,23146414#UnbeatableSale.com
8731,20831290,20831341#UnbeatableSale.com
8732,8112412,8112412#Circuit City
8733,26990301,39387813#TigerDirect
8734,43078902,43078741#Zoro
8735,16503291,16503291#Tonzof
8736,40501755,40501755#Monoprice Inc
8737,42556127,42556127#TEKENVY
8738,42451182,42488336#TigerDirect
8739,21499882,21499874#UnbeatableSale.com
8740,40623313,40623313#OneCall
8741,31281016,41019855#Zoro
8742,646545,646545#Walmart.com
8743,31521126,41437207#TigerDirect
8744,41031467,41031467#TEKENVY
8745,21697719,21697719#OneCall
8746,43050386,43050386#Focus Camera
8747,33392604,11993274#Walmart.com
8748,43050259,43050259#Focus Camera
8749,1573926,1573926#Walmart.com
8750,16401508,24955367#UnbeatableSale.com
8751,3619876,3619876#Circuit City
8752,29345189,29345189#Focus Camera
8753,41033605,41033558#TigerDirect
8754,11462786,11462783#Wayfair
8755,33834538,42397721#TigerDirect
8756,41366935,41366935#TEKENVY
8757,11068308,12184064#Wayfair
8758,851068,851068#Walmart.com
8759,8145412,8145412#UnbeatableSale.com
8760,35106107,40618737#TigerDirect
8761,42866806,42867544#TigerDirect
8762,41192125,41192125#TEKENVY
8763,9135591,9135591#Shoplet
8764,35095367,42476772#TigerDirect
8765,40502050,40502050#Monoprice Inc
8766,40842659,40857350#Zoro
8767,40818715,40818715#TEKENVY
8768,4570525,4570525#UnbeatableSale.com
8769,37137757,41869705#TigerDirect
8770,1032330,11992542#Walmart.com
8771,39666128,39666128#Tech For Less Inc
8772,41193598,41193598#TEKENVY
8773,41193793,41193793#TEKENVY
8774,40869994,40869994#TEKENVY
8775,10628460,11040299#Walmart.com
8776,13246712,13246473#Wayfair
8777,32822988,42462613#TigerDirect
8778,14235504,14235504#Shoplet
8779,42578919,42578919#TEKENVY
8780,11090784,11090786#Walmart.com
8781,3576455,3576455#UnbeatableSale.com
8782,39385697,39752871#TigerDirect
8783,41177286,41177286#US Micro
8784,40499981,40499981#Monoprice Inc
8785,17472775,17472775#Bic Warehouse
8786,10993510,10993510#Circuit City
8787,40870424,40870424#TEKENVY
8788,32551421,41089219#Zoro
8789,13056817,23145446#UnbeatableSale.com
8790,15992411,15992411#UnbeatableSale.com
8791,15860307,15860307#Circuit City
8792,40605547,40594601#TigerDirect
8793,41243850,41243850#OneCall
8794,40500380,40500380#Monoprice Inc
8795,11065167,11065167#Dazadi.com
8796,2433821,2433821#Shoplet
8797,11462852,11462854#Wayfair
8798,40987437,40987437#TEKENVY
8799,33833338,41146770#TigerDirect
8800,42028325,42458937#TigerDirect
8801,33348419,42023953#TigerDirect
8802,41491673,41491673#Focus Camera
8803,32507990,21345648#UnbeatableSale.com
8804,13081508,13081508#Tonzof
8805,41592797,42397743#TigerDirect
8806,3576403,41409800#Zoro
8807,34922591,41161790#TigerDirect
8808,3922099,3922099#Shoplet
8809,21618680,21618615#UnbeatableSale.com
8810,21631729,41021939#Zoro
8811,40947964,40931879#Zoro
8812,13056548,13056548#Tech For Less Inc
8813,40950707,41015273#Zoro
8814,41183068,41183068#TEKENVY
8815,41053744,41053744#US Micro
8816,31152125,41972416#TigerDirect
8817,40898574,40898574#TEKENVY
8818,41269225,41269225#HappEshopper
8819,41486859,41486859#SF Planet
8820,9225261,9225261#UnbeatableSale.com
8821,41278149,40134924#TigerDirect
8822,40870084,40870084#TEKENVY
8823,14979782,14979782#Tech For Less Inc
8824,38362795,39210913#TigerDirect
8825,41019427,41437225#TigerDirect
8826,7754474,7754474#Circuit City
8827,41031924,41031924#TEKENVY
8828,270783,270783#Walmart.com
8829,15229310,15229310#Circuit City
8830,38146782,40777400#TigerDirect
8831,10767333,11035604#Walmart.com
8832,10298555,10298555#Tonzof
8833,5272793,5272793#Shoplet
8834,40502142,40502142#Monoprice Inc
8835,42942588,42946913#O.co
8836,41191995,41191995#TEKENVY
8837,40985721,40985721#TEKENVY
8838,40623379,40623379#OneCall
8839,41177492,41177492#US Micro
8840,42462369,42458697#TigerDirect
8841,33829989,39747023#TigerDirect
8842,41509047,41509047#Focus Camera
8843,13076292,13076292#Tech For Less Inc
8844,24198225,24198225#Focus Camera
8845,41194575,41194575#TEKENVY
8846,40897446,40897446#TEKENVY
8847,38527848,40135234#TigerDirect
8848,40623157,40623157#OneCall
8849,39752196,40089437#TigerDirect
8850,11089781,11089692#Walmart.com
8851,32113146,11077948#Walmart.com
8852,14138621,14138621#Shoplet
8853,42554137,39962524#TigerDirect
8854,33837607,26365714#UnbeatableSale.com
8855,40521178,40521178#Monoprice Inc
8856,19793204,21647802#UnbeatableSale.com
8857,31390813,31390813#OneCall
8858,26939986,26939986#Music123
8859,34957243,41358201#Zoro
8860,40501831,40501831#Monoprice Inc
8861,40502144,40502144#Monoprice Inc
8862,40067927,40067927#Focus Camera
8863,24032271,42397905#TigerDirect
8864,11463613,11463611#Wayfair
8865,42476465,42396129#TigerDirect
8866,40898264,40898264#TEKENVY
8867,28561299,28610308#UnbeatableSale.com
8868,37226002,37226002#Tech For Less Inc
8869,39671286,39671286#Monoprice Inc
8870,41367192,41367192#TEKENVY
8871,40500080,40500080#Monoprice Inc
8872,536115,11150826#Walmart.com
8873,41260541,41260541#TEKENVY
8874,40672456,42490713#TigerDirect
8875,42462424,42455267#TigerDirect
8876,41182010,41182010#TEKENVY
8877,40899005,40899005#TEKENVY
8878,19717437,19717437#Bic Warehouse
8879,40137178,41480789#TigerDirect
8880,40605393,41483056#TigerDirect
8881,24221612,24221612#Tech For Less Inc
8882,39510751,21384154#UnbeatableSale.com
8883,31362810,31362810#Monoprice Inc
8884,248280,248280#Walmart.com
8885,42489967,40672456#TigerDirect
8886,37812491,42583650#TigerDirect
8887,11037618,11037621#Walmart.com
8888,42551183,42551183#TEKENVY
8889,14985878,14985874#Wayfair
8890,29651592,29651592#Tech For Less Inc
8891,30339119,42467124#TigerDirect
8892,40501699,40501699#Monoprice Inc
8893,40514789,40657855#TigerDirect
8894,42521786,11968854#Walmart.com
8895,41988969,41024353#Zoro
8896,42935255,42464565#TigerDirect
8897,300683,300683#Walmart.com
8898,14860181,26954854#UnbeatableSale.com
8899,41183296,41183296#TEKENVY
8900,19205291,19205291#Circuit City
8901,42454902,42464206#TigerDirect
8902,34937647,41869694#TigerDirect
8903,16332576,16332576#Circuit City
8904,41053648,41053648#US Micro
8905,14917597,14917597#Shoplet
8906,41234128,41234128#TEKENVY
8907,41094414,29898668#UnbeatableSale.com
8908,32547024,41246146#TigerDirect
8909,14018054,14018054#Tonzof
8910,41031510,41031510#TEKENVY
8911,42558501,42558501#TEKENVY
8912,1542813,1542813#UnbeatableSale.com
8913,41193917,41193917#TEKENVY
8914,26786315,26786315#Tech For Less Inc
8915,40501771,40501771#Monoprice Inc
8916,23454528,23454528#Tech For Less Inc
8917,22339588,22339594#UnbeatableSale.com
8918,42523458,42523458#US Micro
8919,30060360,30060360#Perf-Moto
8920,41192038,41192038#TEKENVY
8921,40500241,40500241#Monoprice Inc
8922,40984637,40984637#TEKENVY
8923,40452510,24458419#UnbeatableSale.com
8924,24943893,24257776#UnbeatableSale.com
8925,41177698,41177698#US Micro
8926,36153702,40089448#TigerDirect
8927,14916153,14916153#Circuit City
8928,40837761,40786198#Zoro
8929,42556061,42556061#TEKENVY
8930,40501315,40501315#Monoprice Inc
8931,13074852,13074852#Shoplet
8932,41182639,41182639#TEKENVY
8933,41053662,41053662#US Micro
8934,16814172,16814172#Circuit City
8935,32702768,42396608#TigerDirect
8936,40502402,40502402#Monoprice Inc
8937,33947307,20801288#UnbeatableSale.com
8938,41192932,41192932#TEKENVY
8939,30052809,30052809#Perf-Moto
8940,24074215,40618781#TigerDirect
8941,13073393,13073393#Tonzof
8942,40984970,40984970#TEKENVY
8943,21873361,21855869#UnbeatableSale.com
8944,39136815,41868930#TigerDirect
8945,42398557,41537495#TigerDirect
8946,41870225,41203062#Zoro
8947,39944680,40549055#TigerDirect
8948,38278246,40605371#TigerDirect
8949,11465473,11333160#Wayfair
8950,11089801,11089789#Walmart.com
8951,11089719,11089656#Walmart.com
8952,41508453,41508453#Focus Camera
8953,41194197,41194197#TEKENVY
8954,42748121,42748121#HappEshopper
8955,42464083,42456487#TigerDirect
8956,720203,720203#Walmart.com
8957,42523412,42523412#US Micro
8958,42679865,42679865#TEKENVY
8959,41278338,41278338#TEKENVY
8960,40899236,40899236#TEKENVY
8961,13074743,13074743#Circuit City
8962,14205953,14205953#Tonzof
8963,42394496,42398584#TigerDirect
8964,41180143,41180143#TEKENVY
8965,40784634,41077946#Zoro
8966,16814170,16814170#Circuit City
8967,42552445,42464325#TigerDirect
8968,14873071,14873068#Wayfair
8969,12022499,12021090#Wayfair
8970,40501078,40501078#Monoprice Inc
8971,40293954,40293908#TigerDirect
8972,40514992,40514992#Monoprice Inc
8973,20551706,20551704#UnbeatableSale.com
8974,37754408,40865272#TigerDirect
8975,14928470,14928470#Shoplet
8976,11979923,11979925#Walmart.com
8977,38143427,38153321#TigerDirect
8978,40500545,40500545#Monoprice Inc
8979,33946477,42495901#TigerDirect
8980,14663187,14663187#Circuit City
8981,40623049,40623049#OneCall
8982,17129072,17129072#Circuit City
8983,40985273,40985273#TEKENVY
8984,36556764,42710514#TigerDirect
8985,40501338,40501338#Monoprice Inc
8986,40293903,41487433#TigerDirect
8987,37674065,42398609#TigerDirect
8988,13056854,13056854#Circuit City
8989,32693536,42397336#TigerDirect
8990,22955727,21289765#UnbeatableSale.com
8991,41475196,41475196#SF Planet
8992,34684525,34684525#Focus Camera
8993,41490254,41490254#Focus Camera
8994,41177422,41177422#US Micro
8995,43076417,40918620#Zoro
8996,41986778,40894892#Zoro
8997,41477764,41477764#OneCall
8998,41269197,41269197#HappEshopper
8999,41381340,41381340#SF Planet
9000,34320102,42807909#TigerDirect
9001,25884102,25884102#OneCall
9002,37667306,38295692#TigerDirect
9003,17804991,17804991#Circuit City
9004,40501423,40501423#Monoprice Inc
9005,14301879,14301879#Bic Warehouse
9006,42551133,42551133#TEKENVY
9007,13021093,13021093#Circuit City
9008,40897529,40897529#TEKENVY
9009,41258901,41258901#TEKENVY
9010,35225099,43140449#TigerDirect
9011,32699839,42582870#TigerDirect
9012,42464322,42455037#TigerDirect
9013,32702828,42583646#TigerDirect
9014,14240462,11961703#Wayfair
9015,11881962,11881991#Wayfair
9016,16767659,16767659#Circuit City
9017,42511139,42491507#TigerDirect
9018,43049105,41957773#Zoro
9019,34046327,41104114#Zoro
9020,43041574,42953872#O.co
9021,34917131,22578379#UnbeatableSale.com
9022,42680018,42680018#TEKENVY
9023,41177212,41177212#US Micro
9024,42396111,42394381#TigerDirect
9025,36592839,11043060#Walmart.com
9026,40818794,40818794#TEKENVY
9027,16480758,16480758#Circuit City
9028,16878734,16878734#Circuit City
9029,40985914,40985914#TEKENVY
9030,38303225,38288519#TigerDirect
9031,33344695,41164386#TigerDirect
9032,33027362,39600903#TigerDirect
9033,2463008,2463008#Circuit City
9034,41309165,41309172#Zoro
9035,13029230,13029230#Mega Retail Store
9036,41182358,40736978#Zoro
9037,11962400,11598012#Walmart.com
9038,41486965,41255140#TigerDirect
9039,41756240,25123147#UnbeatableSale.com
9040,24727190,24727165#UnbeatableSale.com
9041,11089693,11089819#Walmart.com
9042,4694705,4694705#Shoplet
9043,30824061,42466601#TigerDirect
9044,42584470,42496639#TigerDirect
9045,13995072,40694859#TigerDirect
9046,42396997,42397496#TigerDirect
9047,10756310,10756310#Mega Retail Store
9048,42450824,42462578#TigerDirect
9049,11319408,11088889#Walmart.com
9050,40500788,40500788#Monoprice Inc
9051,42462460,42451104#TigerDirect
9052,41965916,41023208#Zoro
9053,41286234,41286234#US Micro
9054,11465423,11465425#Wayfair
9055,37877324,42354059#TigerDirect
9056,41962010,41962010#SF Planet
9057,29929103,29857654#UnbeatableSale.com
9058,41183310,41183310#TEKENVY
9059,24900337,24899898#UnbeatableSale.com
9060,40500152,40500152#Monoprice Inc
9061,32700983,40629700#TigerDirect
9062,31409422,42490731#TigerDirect
9063,42307972,40878823#Zoro
9064,41464155,41464155#TEKENVY
9065,43094665,43094665#Focus Camera
9066,25844023,25844023#Music123
9067,7964947,7964947#Circuit City
9068,37146814,40177626#TigerDirect
9069,40623266,40623266#OneCall
9070,24251183,24254188#UnbeatableSale.com
9071,42623241,38377957#TigerDirect
9072,40987380,40987380#TEKENVY
9073,41972450,42498728#TigerDirect
9074,43014764,13074755#Wayfair
9075,40723858,40722245#TigerDirect
9076,42584509,42584509#TEKENVY
9077,39822757,42491448#TigerDirect
9078,41193862,41193862#TEKENVY
9079,40252582,39206729#TigerDirect
9080,40784797,40900256#TigerDirect
9081,1630491,1630491#Walmart.com
9082,35095512,40482220#TigerDirect
9083,21108315,21108315#Tech For Less Inc
9084,40930527,40917065#Zoro
9085,40501830,40501830#Monoprice Inc
9086,11084824,11084824#Focus Camera
9087,43091599,43091594#TigerDirect
9088,32551064,10975706#Walmart.com
9089,31421506,29952664#UnbeatableSale.com
9090,16422766,16422766#Shoplet
9091,15172681,15172681#Circuit City
9092,42865638,42865638#TEKENVY
9093,10828717,10828717#UnbeatableSale.com
9094,40501900,40501900#Monoprice Inc
9095,32527581,42398263#TigerDirect
9096,21797663,21783729#UnbeatableSale.com
9097,41053710,41053710#US Micro
9098,37673211,37673211#Tech For Less Inc
9099,34241218,42462494#TigerDirect
9100,41114488,40939343#Zoro
9101,15567535,23052624#UnbeatableSale.com
9102,43067278,43066866#Zoro
9103,15701677,15701677#Tech For Less Inc
9104,35046407,42807918#TigerDirect
9105,43097069,43097069#Focus Camera
9106,41261083,41261083#TEKENVY
9107,43046148,40726785#TigerDirect
9108,37228628,37228628#Perf-Moto
9109,41193074,41193074#TEKENVY
9110,9875792,9875792#Circuit City
9111,37729510,37729510#Tech For Less Inc
9112,42397367,42394370#TigerDirect
9113,37779870,38296061#TigerDirect
9114,40984119,40984119#TEKENVY
9115,41493821,41493821#TEKENVY
9116,41867408,41868430#TigerDirect
9117,5799656,5799656#Shoplet
9118,33695083,42002353#TigerDirect
9119,42553105,41869756#TigerDirect
9120,40502456,40502456#Monoprice Inc
9121,23146846,41663269#TigerDirect
9122,35823003,29929020#UnbeatableSale.com
9123,40254415,23145852#UnbeatableSale.com
9124,11002019,11002018#Walmart.com
9125,14873087,14917049#Wayfair
9126,41981197,41981197#SF Planet
9127,8591773,8591773#UnbeatableSale.com
9128,41515500,41515500#Focus Camera
9129,14658992,23143556#UnbeatableSale.com
9130,2470590,2470590#Mega Retail Store
9131,10968234,10968234#UnbeatableSale.com
9132,8245799,8245799#Circuit City
9133,21647799,39420018#TigerDirect
9134,42525160,20667044#UnbeatableSale.com
9135,43091562,41869748#TigerDirect
9136,38669174,41164994#TigerDirect
9137,41886297,42812929#TigerDirect
9138,11370023,11370020#Wayfair
9139,40844326,40844326#Forza Sports
9140,1233535,1233535#UnbeatableSale.com
9141,37671726,41869336#TigerDirect
9142,42007407,40920161#Zoro
9143,13056137,13056137#Mega Retail Store
9144,15738973,15738973#Circuit City
9145,42531056,40952284#TigerDirect
9146,40870827,40870827#TEKENVY
9147,8223010,8223010#UnbeatableSale.com
9148,9240015,9240015#Mega Retail Store
9149,10730564,10730564#Shoplet
9150,37812947,41348466#TigerDirect
9151,22301953,21899738#UnbeatableSale.com
9152,37674497,40555878#TigerDirect
9153,15066562,15066562#Shoplet
9154,35879246,35879246#OneCall
9155,14922606,14922606#Bic Warehouse
9156,40898481,40898481#TEKENVY
9157,41077328,40594575#TigerDirect
9158,17276501,17276501#UnbeatableSale.com
9159,17785437,17785437#Shoplet
9160,40871171,40871171#TEKENVY
9161,42489820,42490724#TigerDirect
9162,40657839,40657841#TigerDirect
9163,445677,445677#Walmart.com
9164,42398617,42780810#TigerDirect
9165,43014735,43014735#TEKENVY
9166,40984719,40984719#TEKENVY
9167,32700535,42479217#TigerDirect
9168,40660796,42397383#TigerDirect
9169,40515024,40515024#Monoprice Inc
9170,42394516,42396957#TigerDirect
9171,13215770,13215770#Tech For Less Inc
9172,11089822,11089853#Walmart.com
9173,40501256,40501256#Monoprice Inc
9174,41182389,41182389#TEKENVY
9175,42534608,39822384#TigerDirect
9176,11983481,11983473#Walmart.com
9177,1318369,1318369#Walmart.com
9178,40501477,40501477#Monoprice Inc
9179,41961931,41961931#SF Planet
9180,13056911,13056911#Circuit City
9181,41866661,41869687#TigerDirect
9182,43097430,43097430#Focus Camera
9183,13074851,41105460#Zoro
9184,10730620,11060711#Walmart.com
9185,32111955,22423965#UnbeatableSale.com
9186,40880615,41087890#Zoro
9187,41192824,41192824#TEKENVY
9188,41744999,41744999#Focus Camera
9189,40500193,40500193#Monoprice Inc
9190,42584536,42584536#TEKENVY
9191,42963268,42963268#US Micro
9192,42554417,41868773#TigerDirect
9193,42558700,42558700#TEKENVY
9194,908066,908066#Walmart.com
9195,14928432,14928432#Shoplet
9196,24097901,24097901#OneCall
9197,40514294,40397184#TigerDirect
9198,21188931,21188931#HappEshopper
9199,13216241,13216241#Tonzof
9200,40501264,40501264#Monoprice Inc
9201,10973215,10973214#Walmart.com
9202,33829743,21812224#UnbeatableSale.com
9203,41269262,41269262#HappEshopper
9204,35119144,42476765#TigerDirect
9205,11089804,11089797#Walmart.com
9206,41745003,41745003#Focus Camera
9207,40870578,40870578#TEKENVY
9208,23140683,23140683#Tech For Less Inc
9209,41248333,29869811#UnbeatableSale.com
9210,41000591,40783162#Zoro
9211,41053740,41053740#US Micro
9212,26858845,40322167#TigerDirect
9213,40623175,40623175#OneCall
9214,20564658,20564670#UnbeatableSale.com
9215,24193994,24193994#Music123
9216,2470649,2470649#UnbeatableSale.com
9217,41361748,41427305#Zoro
9218,41194334,41194334#TEKENVY
9219,8245532,29923800#UnbeatableSale.com
9220,41962043,41962043#SF Planet
9221,41031581,41031581#TEKENVY
9222,39404094,39404094#Tech For Less Inc
9223,41194166,41194166#TEKENVY
9224,15185467,15185467#Tech For Less Inc
9225,37920742,40817768#TigerDirect
9226,41477674,41477674#OneCall
9227,36556764,40777399#TigerDirect
9228,37812775,41221093#TigerDirect
9229,14916232,14916232#Shoplet
9230,40612215,40717706#TigerDirect
9231,11089814,11089796#Walmart.com
9232,17218873,17218873#Circuit City
9233,13081813,13081813#Tonzof
9234,42464521,42450920#TigerDirect
9235,4404164,4404164#UnbeatableSale.com
9236,42552911,42491532#TigerDirect
9237,41981302,41981302#SF Planet
9238,11068310,12185459#Wayfair
9239,39649623,41220193#TigerDirect
9240,41177648,41177648#US Micro
9241,41868796,41868789#TigerDirect
9242,40500829,40500829#Monoprice Inc
9243,865219,865219#Walmart.com
9244,40500832,40500832#Monoprice Inc
9245,40502053,40502053#Monoprice Inc
9246,41253633,22268586#UnbeatableSale.com
9247,12182306,12179895#Wayfair
9248,41334223,41077946#Zoro
9249,29949547,29949547#Tech For Less Inc
9250,36345891,36345891#Tech For Less Inc
9251,41608012,40003261#TigerDirect
9252,43013874,43041965#O.co
